id,source,text
1152,2006 - eirene sys 15,Coach Function Numbers (CFN) shall take the format as defined in table 9-4.
1153,2006 - eirene sys 15,Train Controllers. The UIN field for calls to train controllers shall be a Location Number (LN) which identifies the location where the called party is registered. The Location Number shall consist of 5 digits and shall be assigned on a national basis. The FC field for calls to train controllers shall consist of two digits and be as defined in table 9-7.
1154,2006 - eirene sys 15,Mobile Subscriber Number (MSN). The UN of the MSN shall consist of the Subscriber Number.
1155,2006 - eirene sys 15,"Group and broadcast calls. The UIN field format for group calls shall be a Service Area (SA) indicator, which identifies the area in which the group call is to be active. Each Service Area shall be allocated on a national basis. In network boundary areas, the Service Area shall be allocated on a bilateral basis. (See also subsection 9.9.) The FC field format for group calls shall consist of three digits and be as defined in table 9-8."
1156,2006 - eirene sys 15,GSM-R networks shall recognise International EIRENE Numbers starting with the IC of the GSM-R network in which the calling party is currently operating as National EIRENE Numbers. (M)
1157,2006 - eirene sys 15,"The International EIRENE Number shall consist of three distinct parts, as shown in figure 9-2: (M)"
1158,2006 - eirene sys 15,"International Code (IC), which shall be used to route calls to the appropriate GSM-R network;"
1159,2006 - eirene sys 15,The fields of an International Functional Number shall be defined as follows: (M)
1160,2006 - eirene sys 15,"1) International Code (IC) The International Code field shall consist of three digits and shall be based on the [ITU-T E.164] country code (XCC or CCC), allocated by the UIC on a networkby- network basis."
1161,2006 - eirene sys 15,2) National EIRENE Number (NEN) The format of the National EIRENE Number field shall be as defined in subsection 9.5.
1162,2006 - eirene sys 15,At least one MSISDN number shall be allocated to each mobile station. (M)
1163,2006 - eirene sys 15,The structure of the MSISDN numbers shall comply with GSM Technical Specification [GSM 03.03]. (M)
1164,2006 - eirene sys 15,the MSISDN Subscriber Number shall be equal to the National EIRENE Number for Call Type = 8; (M)
1165,2006 - eirene sys 15,It shall be possible for authorised subscribers of fixed and mobile networks to call mobiles using the appropriate MSISDN number. (M)
1166,2006 - eirene sys 15,"For certain functions, standardised short codes shall be implemented for mobile originated calls. (M)"
1167,2006 - eirene sys 15,Each short dialling code shall consist of four digits. (M)
1168,2006 - eirene sys 15,Short dialling codes shall start with the first digit equal to 1 (ie CT=1). (M)
1169,2006 - eirene sys 15,"The short dialling codes can be defined on a national basis, but it is essential that certain codes be used on an international basis in order to achieve interoperability. These codes shall be as given in table 9-10. (M)"
1170,2006 - eirene sys 15,"In addition, the network shall support the special short codes as defined in table 9-11. (M)"
1171,2006 - eirene sys 15,Standardisation of UIC group addresses is required to provide interoperability between the fixed railway networks within the GSM-R network. (M)
1172,2006 - eirene sys 15,The Service Area shall be defined on a national basis. (M)
1173,2006 - eirene sys 15,"In network boundary areas, the Service Area shall be allocated on a bilateral basis. (M)"
1174,2006 - eirene sys 15,Function Codes shall be defined within the framework given in table 9-8 on an international basis. (M)
1175,2006 - eirene sys 15,Access to other GSM-R networks shall be possible by using a Breakout Code (BC) as part of the dialled number. (M)
1176,2006 - eirene sys 15,"Access to private networks shall be performed by using a BC, defined in table 9-12c. (M)"
1177,2006 - eirene sys 15,"The GSM-R network shall allow users direct access to public networks, subject to call barring restrictions. (M)"
1178,2006 - eirene sys 15,"Where access to public networks is allowed, this shall be performed by using an Access Code (AC), defined in table 9-13, followed by the international or national number of the called subscriber as defined in [ITU-T 164]. (M)"
1179,2006 - eirene sys 15,"Access to the GSM-R network should be performed by dialling an EIRENE Network Access Number (ENAN)8, followed by the relevant National or International Functional Number as defined in subsections 9.5 and 9.6 respectively. (O)"
1180,2006 - eirene sys 15,Provision should be made to prevent unauthorised calls to mobiles from outside the GSM-R network. (O)
1181,2006 - eirene sys 15,"The Function Codes used in association with the Train Function Number (CT=2), Engine Function Number (CT=3) and Coach Function Number (CT=4) shall conform to table 9A-1. (M)"
1182,2006 - eirene sys 15,The Function Codes used in association with Maintenance Services Team Numbers (CT=6) shall conform to table 9A-2. (M)
1183,2006 - eirene sys 15,"Access classes should not be used under normal network operating conditions, where the GSM eMLPP may be used to provide a better grade of service to certain users. (O)"
1184,2006 - eirene sys 15,"For consistent working on public networks and in international roaming, the use of access classes in a railway network shall comply with the GSM specification. (M)"
1185,2006 - eirene sys 15,"If special access classes (eg 12 - 14) are assigned within a railway’s network to certain high priority users, it ought to be noted that when roaming, this will only have an effect on a national public network, subject to bilateral agreement. (I)"
1186,2006 - eirene sys 15,Any implementation of CUGs must take account of requirements for interoperability. (M)
1187,2006 - eirene sys 15,SIM cards shall contain a list of authorised networks so that networks shall be displayed (or automatically selected if automatic network selection has been enabled) in the following order of priority (see [MORANE SIM] for more details): (M)
1188,2006 - eirene sys 15,"In order to shorten the duration of the network selection procedure, Mobile Stations designed for use in EIRENE networks shall give preference to the GSM frequency band allocated for railway use (see 3.5.2). (M)"
1189,2006 - eirene sys 15,Railway mobiles shall be provided with cell broadcast message identifiers in order to accept SMS-CB messages. (M)
1190,2006 - eirene sys 15,"In case of encryption, standardised ciphering algorithms shall be used. (M)"
1191,2006 - eirene sys 15,Mobiles shall be capable of operation using algorithms for all countries in which they need to roam. (M)
1192,2006 - eirene sys 15,There is a requirement to be able to address communications to a ‘functional number’ rather than a more permanent subscriber number. Such numbers are generally only associated with a user for a limited period of time. (I)
1193,2006 - eirene sys 15,This is an important issue which will affect interoperability and the ability to use public network services. There are specific features of individual railways which make it difficult to develop a concise and universally acceptable system within GSM. (I)
1194,2006 - eirene sys 15,"To accommodate the different requirements of the individual railways, the following approach has been adopted: (I)"
1195,2006 - eirene sys 15,each railway will be responsible for implementing addressing schemes which best meet its needs;
1196,2006 - eirene sys 15,The numbering plan to be used with functional addressing shall be in accordance with the numbering plan given in section 9. (M)
1197,2006 - eirene sys 15,"Mobile access to the functional numbering scheme for registration, deregistration and re-registration shall apply the USSD messages and protocols over the air interface as specified in the GSM Follow-me service. (M)"
1198,2006 - eirene sys 15,The implementation of functional numbering at a network level is left open for national railways subject to the requirements for interconnecting EIRENE networks identified in section 11.6. (I)
1199,2006 - eirene sys 15,"For communication over the (Um) air interface, the USSD messages and protocols as specified in the GSM Follow-me service shall be used to manage the following types of functional numbers: (M)"
1200,2006 - eirene sys 15,It shall be possible to limit user access to functional number registration and deregistration facilities based on each of the types of functional number identified in 11.3.5. (M)
1201,2006 - eirene sys 15,Mobile stations shall use the following sequences for the control of the functional number management: (M)
1202,2006 - eirene sys 15,The network operator shall implement the required functionality to validate the information exchanged between the mobile and network on registration and deregistration. (M)
1203,2006 - eirene sys 15,The use of the forced de-registration mechanism (without notification) to achieve this requirement is acceptable. (I)
1204,2006 - eirene sys 15,The system shall require manual confirmation prior to the removal of the relationship between Engine Number and MSISDN Number. (M)
1205,2006 - eirene sys 15,"The result of the registration procedure shall be sent back to the mobile. In the event of a failure, an indication of the cause shall be provided. Information on the outcome shall be provided to the mobile according to [EN 301 515, Index [17]] and [EN 301 515, Index [34]]. (M)"
1206,2006 - eirene sys 15,"In the event of a registration procedure failing owing to the functional number already being registered to another mobile, the Cab radio shall be capable of providing the user with the ability to perform automatically the forced de-registration of the previously registered mobile and the registration of this functional number to the user’s mobile. This shall result in the following sequence of actions being performed by the user’s Cab radio (see 11.3.7 for details of message structure): (M)"
1207,2006 - eirene sys 15,The functionality described in 11.3.9i should also be available for other types of mobiles. (O)
1208,2006 - eirene sys 15,"In the cases described in 11.3.9i and 11.3.9ii, national rules may dictate that, prior to or instead of performing the sequence described in 11.3.9i steps 1-7, the user shall perform a specified action (e.g. call a dispatcher in the case of drivers). (I)"
1209,2006 - eirene sys 15,The sequence described in 11.3.9i steps 1-7 may be interrupted or may require additional user action such as a confirmation. (I)
1210,2006 - eirene sys 15,Deregistration shall only be performed by the subscription identified by the MSISDN number which is associated with the functional number. (M)
1211,2006 - eirene sys 15,"The result of the deregistration procedure shall be sent back to the mobile. In the event of a failure, an indication of the cause shall be provided. Information on the outcome shall be provided to the mobile according to [EN 301 515, Index [17]] and [EN 301 515, Index [34]]. (M)"
1212,2006 - eirene sys 15,Re-registration of on-train functional numbers based on the train number shall be performed every time a train leaves one EIRENE network and enters into another EIRENE network. (M)
1213,2006 - eirene sys 15,Deregistration of a functional number shall not be carried out until registration of the functional number has been carried out and confirmed as being successful. (M)
1214,2006 - eirene sys 15,Each railway should define a suitable time-out interval to be applied as part of the deregistration procedure for on-train functional numbers. (O)
1215,2006 - eirene sys 15,The exchange of information between EIRENE networks is handled by the GMSCs and shall use the standardised protocol as detailed in section 11.6. (M)
1216,2006 - eirene sys 15,"In the event of losing correlation between functional numbers and MSISDNs, provision for recovery from such a situation shall be made. (M)"
1217,2006 - eirene sys 15,The called party functional identity shall be presented to the user initiating a call and the calling party functional identity shall be presented to the user receiving a call. (M)
1218,2006 - eirene sys 15,The calling party functional number shall be passed to the receiving mobile using the User to User Signalling supplementary service (UUS1) during call setup. (M)
1219,2006 - eirene sys 15,If the calling party functional number is not available or if the calling party is not registered then the CLI of the calling party shall be displayed on the receiving mobile's display. (M)
1220,2006 - eirene sys 15,"The user-to-user information element in the SETUP, ALERT or CONNECT messages, as defined in [EN 301 515, Index [16]], shall be used to transfer the functional number of the calling party to the called party. (M)"
1221,2006 - eirene sys 15,The user-to-user information element shall use the following format: (M)
1222,2006 - eirene sys 15,"If no valid functional number is available, a fixed length User-to-User Information Element shall be used with the following format: (M)"
1223,2006 - eirene sys 15,Interconnection of EIRENE networks is required to allow international call routing. It is not envisaged that any routing database information is exchanged between EIRENE networks. (I)
1224,2006 - eirene sys 15,The interconnection of EIRENE networks should take place by interconnecting GMSCs. (O)
1225,2006 - eirene sys 15,The protocol used for routing of calls shall be Signalling System No 7 (SS7) as defined by the ITU-T. The signalling system suite shall include the Mobile Application Part (MAP). (M).
1226,2006 - eirene sys 15,Call setup between EIRENE networks using international functional numbers shall be based on the combination of the Breakout-Code (BC) and International Code (IC) as specified in section 9. (M).
1227,2006 - eirene sys 15,"The Country Code (CC) followed by the National Significant Number NSN (as specified in ITU-T E.164, Chapter 6.2) shall be used as the Global Title, which forms part of the Signalling Connection Control Part (SCCP) protocol messages and is used for inter-network routing of messages. (M)"
1228,2006 - eirene sys 15,"As a minimum, call routing using location dependent addressing shall be based on the use of short codes in conjunction with cell dependent routing. (M)"
1229,2006 - eirene sys 15,"If a more accurate way of location determination is used, then position information shall be provided to the radio system which shall be used to associate the short code with the correct called party subscriber number. (M)"
1230,2006 - eirene sys 15,"If implemented, the use of location information from train-based systems external to the radio system shall comply with the requirements stated in the enhanced Location Dependent Addressing FRS and IRS [eLDA FRS and eLDA IRS]. (M)"
1231,2006 - eirene sys 15,Facilities shall be provided to prevent unauthorised calls to mobiles either by functional number or MSISDN number from outside the EIRENE network. (M)
1232,2006 - eirene sys 15,"There is no requirement for an internationally standardised pre-defined messaging application. However, it is anticipated that individual national railways may have a requirement for pre-defined messages, in which case the application will be specified as part of individual national procurements. (I)"
1233,2006 - eirene sys 15,"Where text messaging is implemented in the network, the Short Message Service (SMS) shall be used. (M)"
1234,2006 - eirene sys 15,"All Railway emergency calls shall be implemented using GSM VGCS (Specifications [EN 301 515, Index [21] & [4]]). (M)"
1235,2006 - eirene sys 15,It shall be possible to configure Railway emergency group call areas to contain combinations of cells controlled by one or more MSC(s) within one or more network(s). (M)
1236,2006 - eirene sys 15,A Railway emergency call shall be initiated by using the appropriate function code for the required type of Railway emergency call (see Table 9-8). (M)
1237,2006 - eirene sys 15,The call area and list of train controllers for each emergency group call will be fixed in the Group Call Register (GCR) of the anchor MSC. (I)
1238,2006 - eirene sys 15,"The Railway emergency group IDs required for interoperability are defined in section 9.5. The composition of each group is a matter for national implementation, although all areas shall have a group defined for all mandated Group IDs. (M)"
1239,2006 - eirene sys 15,Each mobile shall store a list of emergency Group IDs in the SIM appropriate to its function (the Cab radio will store Group ID 299 and 599 - see table 9-8). (M)
1240,2006 - eirene sys 15,All Railway emergency group IDs required for interoperability and appropriate to the operation of the mobile shall maintain active status whilst the mobile is powered up. (M)
1241,2006 - eirene sys 15,The fixed network user will only receive emergency voice calls if designated a dispatcher or group member in any of the calls defined in the GSM GCR. (I)
1242,2006 - eirene sys 15,"On receipt of a Railway emergency call, the controller’s display should indicate the location of the train. (O)"
1243,2006 - eirene sys 15,"If the requirement in 13.4.4 is implemented, as a minimum the location information shall be provided by the GSM network (eg current cell or base station serving the mobile). (M)"
1244,2006 - eirene sys 15,"If the GSM Release 99 capability and the Immediate Setup 2 feature defined in [EN 301 515, Index [6], Release 4] are supported by the network, the network shall set the MSC Release bit in the “Control Channel Description” information element to “1”. Otherwise, the MSC Release bit in the “Control Channel Description” information element shall be set to “0” (zero) [EN 301 515, Index [41]]. (M)"
1245,2006 - eirene sys 15,"Not all calls require confirmation. The application must be able to deduce that a confirmation is necessary from the call priority, as all calls of ‘Railway emergency’ priority must be confirmed. (M)"
1246,2006 - eirene sys 15,Confirmation of Railway emergency calls shall be implemented using the User to User Signalling supplementary service (UUS1). (M)
1247,2006 - eirene sys 15,"After clear down of the Railway Emergency call, the mobile application shall start the confirmation process by automatically originating a call. In order to avoid network congestion the call set up shall be delayed by a random offset. (M)"
1248,2006 - eirene sys 15,Railway Emergency call confirmation messages shall be of eMLPP priority 4 - “Railway information and all other calls” (see section 10.2). (M)
1249,2006 - eirene sys 15,The user information contained in the confirmation message shall be: (M)
1250,2006 - eirene sys 15,"Confirmation messages shall be sent to a confirmation centre using a defined short code (see table 9-10), which shall be associated with the GSM network. (M)"
1251,2006 - eirene sys 15,"In the case of Cab radio, details of the confirmation shall be passed to the train borne recorder if a train borne recorder is connected to the Cab radio. (M)"
1252,2006 - eirene sys 15,"The user-to-user information elements in the following messages, as defined in [EN 301 515, Index [16]], shall be used for the confirmation of high priority calls: (M)"
1253,2006 - eirene sys 15,The SETUP and RELEASE COMPLETE user-to-user information element shall be as specified in the [MORANE UUIE]. (M)
1254,2006 - eirene sys 15,Confirmation centres shall be capable of decoding messages in either format A or B. (M)
1255,2006 - eirene sys 15,System requirements: Operational Radio
1256,2006 - eirene sys 15,"On entering shunting mode, the operational radio shall determine if any shunting group ID is already activated on the SIM. (M)"
1257,2006 - eirene sys 15,"If a shunting group ID is activated, the operational radio shall proceed to re-establish the group call. (M)"
1258,2006 - eirene sys 15,"If no shunting group ID is activated, the operational radio shall initiate a “regular shunting mode ON” procedure as detailed in table 14-1. (M)"
1259,2006 - eirene sys 15,"After the “regular shunting mode ON” procedure has been completed, the procedures shown in table 14-2 and 14-3 shall be used to register the shunting leader and shunting members to a dedicated group call. (M)"
1260,2006 - eirene sys 15,Two possibilities shall be available to the shunting leader when leaving shunting mode: (M)
1261,2006 - eirene sys 15,Release group call: the shunting leader and all other shunting members leave the dedicated group call and all members of the group are deregistered. The procedure that shall be used to release the group call is shown in table 14-4.
1262,2006 - eirene sys 15,"Maintain group call the shunting leader leaves the dedicated group call momentarily for the purposes of conducting other communications. The leader may then rejoin the group when ready. In the meantime, all other shunting team members remain active within the dedicated group call. The operational radio procedure that shall be used to maintain the group call is shown in table 14-5."
1263,2006 - eirene sys 15,"On leaving shunting mode, the Operational radios of shunting members shall follow the procedure shown in table 14-6. (M)"
1264,2006 - eirene sys 15,System requirements: Cab radio
1265,2006 - eirene sys 15,"On entering shunting mode, the Cab radio shall determine if any shunting group ID is already activated on the SIM. (M)"
1266,2006 - eirene sys 15,"If a shunting group ID is activated, the Cab radio shall proceed to re-establish the group call. (M)"
1267,2006 - eirene sys 15,"If no shunting group ID is activated, the Cab radio shall initiate a “regular shunting mode ON” procedure as shown in table 14-7. (M)"
1268,2006 - eirene sys 15,The Cab radio shall exit shunting mode by means of the “Leave shunting mode” procedure as defined in table 14-8. (M)
1269,2006 - eirene sys 15,System requirements: Operational radio and Cab radio
1270,2006 - eirene sys 15,"On entering shunting mode, the terminal shall initially select the common shunting group. (M)"
1271,2006 - eirene sys 15,The terminal application shall prevent members of a dedicated shunting team from initiating a new call (unless they are registered as shunting team leader and have left shunting mode using the “maintain group call” function described in 14.2.4). (M)
1272,2006 - eirene sys 15,Valid group IDs shall be as defined in table 14-9. (M)
1273,2006 - eirene sys 15,Users shall be prevented from joining a dedicated shunting group by the EIRENE terminal application unless a valid functional number for the group has been successfully registered to the GSM-R network by their terminal. (M)
1274,2006 - eirene sys 15,The link assurance tone shall be of the form specified in subsection 14.4.2 of the [EIRENE FRS]. (M)
1275,2006 - eirene sys 15,The mechanism for the generation of the link assurance signal shall be as specified in [MORANE SM FFFIS]. (M)
1276,2006 - eirene sys 15,The mechanism for the deactivation of the link assurance signal shall be as specified in [MORANE SM FFFIS]. (M)
1277,2006 - eirene sys 15,"Implementation of direct mode is optional. However, where implemented, the following requirements shall be mandatory. (I)"
1278,2006 - eirene sys 15,Frequency modulated equipment conforming to [ETS 300 086] shall be used for direct mode. (M)
1279,2006 - eirene sys 15,Direct mode equipment shall have a maximum transmit power of 1 Watt. (M)
1280,2006 - eirene sys 15,Direct mode equipment sensitivity shall be at least –107dBm. (M)
1281,2006 - eirene sys 15,Direct mode equipment shall be capable of operation in the channels defined in table 15-1. (M)
1282,2006 - eirene sys 15,"Direct mode shall operate in simplex mode, a radio link that uses a single frequency for alternate transmission and reception. (M)"
1283,2006 - eirene sys 15,Voice transmission from direct mode equipment shall be possible only when the Push- To-Talk (PTT) button is pressed. (M)
1284,2006 - eirene sys 15,Continuous Tone Coded Squelch Systems (CTCSS) shall be implemented on all direct mode equipment. (M)
1285,2006 - eirene sys 15,The CTCSS tone shall be at a frequency of 203.5 Hz. (M)
1286,2006 - eirene sys 15,The CTCSS modulation shall be within the limits defined in table 15-2. (M)
1287,2006 - eirene sys 15,Direct mode channel 1 (876.0125 MHz) shall serve as the common access channel. (M)
1288,2006 - eirene sys 15,Equipment should default to operation on the common access channel (direct mode channel 1) on entry into direct mode. (O)
1289,2006 - eirene sys 15,Direct mode communications will only be used in the event of normal GSM-R services being unavailable. (I)
1290,2006 - eirene sys 15,The presence of the GSM-R network shall be indicated to direct mode users. (M)
1291,2006 - eirene sys 15,"All terminals shall ensure that when GSM-R services are available, the user is prevented from entering direct mode. (M)"
1292,2006 - eirene sys 15,"In the event of GSM-R causing disruption to ongoing direct mode communications, each railway will define a protocol for re-establishing contact by means of GSM-R. (I)"
1293,2006 - eirene sys 15,All direct mode equipment shall provide the facility to broadcast an in-band audio shunting link assurance signal as defined in subsection 14.4.2 of the [EIRENE FRS]. (M)
1294,2007 - get real 0.2,There are no standard document requirements for this document.
1295,2007 - get real 0.2,Primary readers of this document are the web designers contributing to and testing of the Get Real website. Contributors to this document are members of the Computer Science Task Force subcommittee of ETIC. The remaining sections of this SRS describe the functional requirements for Get Real site.
1296,2007 - get real 0.2,This product is an update of the existing Get Real web site version 1. The new site will be version 2. A future version 3 may be needed to incorporate ideas learned from version 2.
1297,2007 - get real 0.2,"Major features of the Get Real website include the following pages/subsections: (existing pages/sections) Exploring College Jobs &amp; Money Real People Women in Computing Resources I’m Looking For… Articles (proposed new pages/sections, need to prototype and prioritize list) High School Courses Search for additional information Professional Organizations RSS feeds of current CS information Ask an Engineer, Ask a Prof – FAQ Consider a CS minor in other professions Other ideas/page proposals"
1298,2007 - get real 0.2,The Get Real site runs as an extension of the OUS site e.g. ~getreal.ous.edu~ Being part of the OUS domain will maximize Google and other search engine hits. The site runs on OSU servers.
1299,2007 - get real 0.2,A listing of the computer science offerings from Oregon university System campuses and other Oregon colleges. >Need to determine extent of community and private colleges in Oregon
1300,2007 - get real 0.2,Computer science students and young professionals are presented here: “a day in the life of” “power to change the world” and Pathways in computer science” http://www.cs.washington.edu/education/ugrad/prospective/download.html >reviewers of this document should review these videos – click link above then “Video Downloads Available” These profiles convey clear messages of CS majors using their degrees in a variety of diverse careers.
1301,2007 - get real 0.2,"The intent of this section is to show recommended curricula for high school students interested in CS and related careers. This page should provide pointers to curricula recommendations from OUS campuses and other university sources. The ACM has recommended curricula for HS CS students. >UO is working on this area, no other campus has recommended HS courses"
1302,2007 - get real 0.2,"A listing with links to ACM, IEEE, and key sub groups such as SIGGRAPH, to show students the national and international strength of CS organizations. Pointers should lead to student sections of these organizations."
1303,2007 - get real 0.2,"Selected articles from the chancellor’s office daily communications distribution, fed to RSS subscribers on the Get Real site. This feature requires X hours per week of web design resource for editing the URLs to the DSS feed."
1304,2007 - get real 0.2,"The Get Real site should work and be tested against IE, Firefox and Netscape."
1305,2007 - get real 0.2,There are no special hardware interface requirements
1306,2007 - get real 0.2,There are no special software interface requirements
1307,2007 - get real 0.2,There are no special communication interface requirements
1308,2007 - get real 0.2,Other Nonfunctional Requirements
1309,2007 - get real 0.2,Performance Requirements
1310,2007 - get real 0.2,"The Get Real site should be hosted on a server that can provide adequate response time. High school students tend to have short attentions spans, so a slow server would not be satisfactory for this application. The current OUS (www.ous.edu) site is a good example of rapid response time."
1311,2007 - get real 0.2,Copyright and other security measures for Get Real should be the same as the OUS site.
1312,2007 - get real 0.2,"There is a need to track and evaluate the “hits” and time spent on the student-focused website over time; and make content, design, and navigation changes as needed based on evaluation of hits."
1313,2007 - get real 0.2,"Appendix C: Issues List. This is a dynamic list of the open requirements issues that remain to be resolved, including TBDs, pending decisions, information that is needed, conflicts awaiting resolution, and the like."
1314,2007-eirene_fun_7-2,Functional Requirements Specification
1315,2007-eirene_fun_7-2,"An  EIRENE  network  is  a  railway  telecommunications  network,  based  on  the ETSI GSM standard, which complies with all related mandatory requirements specified in the EIRENE FRS and SRS. An EIRENE network may also include optional  features  and  these  shall  then  be  implemented  as  specified  in  the EIRENE FRS and SRS. The EIRENE network excludes terminals."
1316,2007-eirene_fun_7-2,"An EIRENE system is a railway telecommunications system based on the ETSI GSM  standard,  which  complies  with  all  related  mandatory  requirements  as specified  in  the  EIRENE  FRS  and  SRS.  An  EIRENE  system  may  also  include optional  features  and  these  shall  then  be  implemented  as  specified  in  the EIRENE FRS and SRS. The EIRENE System includes terminals."
1317,2007-eirene_fun_7-2,"A  UIC  fiche  or  leaflet  is  a  document  adopted  by  UIC  members.  Statements within the fiche may comprise specifications which are binding on UIC members (�obligatory�  specifications)  or  optional  (�recommended�  specifications).  The existing track-to-train radio standard is contained within UIC fiche 751-3. It is envisaged that the EIRENE standard will be covered by a new UIC fiche, 751-4."
1318,2007-eirene_fun_7-2,A Secondary Controller is a train controller who holds responsibility for the safe running  of  trains  on  a  designated  area  of  track  (e.g.  a  signaller).  Secondary Controllers require the facility to communicate with trains in all situations in order to perform their function. The split of responsibilities between Primary Controllers and Secondary Controllers is determined on a national basis.
1319,2007-eirene_fun_7-2,A  group  of  people  manoeuvring  trains  in  order  to  change  their  location  or composition.  Communications  for  shunting  are  particularly  critical  when  a driver at the front of a train is pushing it backwards towards buffers or other potential obstructions. In this case a lookout is often required to report progress to the driver.
1320,2007-eirene_fun_7-2,"The process by which the movement of a train is influenced without any action by the driver. For the purposes of this specification, reference to train control also encompasses  automatic train  protection,  automatic  train  operation  and  in-cab signalling.  The  interoperable  train  control  system  will  be  the  ERTMS/ETCS application."
1321,2007-eirene_fun_7-2,This  specification  has  been  developed  within  UIC  Project  EIRENE.  It  specifies  the  functional requirements for a digital radio standard for the European railways and is  part of the Technical Specification for Interoperability.
1322,2007-eirene_fun_7-2,"The EIRENE Functional Requirements Specification defines the requirements of a radio  system satisfying  the  mobile  communications  needs  of  the  European  railways .  It  encompasses ground-train voice and data communications, together with the ground- based mobile communications needs of trackside workers, station and depot staff and  railway administrative and managerial personnel."
1323,2007-eirene_fun_7-2,It is also important for this specification to provide an appropriate standard for future  replacement of national radio systems operating on both important internal routes and  low to medium traffic rural areas. It will be determined on a national basis whether  different classes of service need to be defined for such routes.
1324,2007-eirene_fun_7-2,"1.3.1     The  EIRENE  Functional  Requirements  Specification  defines  a  set  of  requirements  which a railway radio system should comply with, in order to facilitate international  interoperability between national railways and manufacturing economies of scale. This  specification therefore defines the functional requirements, to ensure that core railway  functionality is provided."
1325,2007-eirene_fun_7-2,"1.3.2     The specification distinguishes between the requirements affecting a railways network  infrastructure,  onto  which  mobiles  will  roam,  and  the  requirements  concerning  mobiles which will be used in any EIRENE-compliant network."
1326,2007-eirene_fun_7-2,Mandatory (indicated by (M) at the end of the paragraph). It is mandatory that  each railway meets these specifications on lines where interoperability is required.
1327,2007-eirene_fun_7-2,"1.4.1.1     To  meet  the functionality  and  performance  requirements  of  EIRENE,  the  following  system services are required:"
1328,2007-eirene_fun_7-2,"1.4.1.3     Reliability,  availability  and  maintainability  requirements  on  the  network  and  the  mobile equipment are given."
1329,2007-eirene_fun_7-2,1.4.1.4     The specification also provides core functional requirements for the controller position.
1330,2007-eirene_fun_7-2,1.4.1.5     A railway mobile telephony network may be required to have interfaces to:
1331,2007-eirene_fun_7-2,1.4.2.1     It  shall  be  possible  for  applications  external  to  EIRENE  to  access  EIRENE  bearer  services.
1332,2007-eirene_fun_7-2,1.4.2.2     EIRENE will provide the radio bearer for ERTMS/ETCS. The EURORADIO layers are  responsible for ensuring the overall safety of the transmission link between trainborne  and trackside ERTMS/ETCS applications.
1333,2007-eirene_fun_7-2,1.4.2.3     Other applications for which EIRENE will provide the bearer service may include:
1334,2007-eirene_fun_7-2,2     Network requirements
1335,2007-eirene_fun_7-2,2.1.1     The network services necessary to meet the range of UIC requirements are detailed  below.  These  services  are  to  be  considered  as  a  minimum  set  for  implementation  within  each  UIC  standard  network.  Railways  may  implement  additional  network  services as desired. (I)
1336,2007-eirene_fun_7-2,2.2.2     All voice call services shall be able to operate between any combination of fixed and  mobile equipment users. (M)  Point-to-point voice calls
1337,2007-eirene_fun_7-2,2.2.3     The system shall support point-to-point voice calls between any two call parties. (M)
1338,2007-eirene_fun_7-2,2.2.4     Such point-to-point calls shall allow both parties to talk simultaneously. (M)  Public emergency voice calls
1339,2007-eirene_fun_7-2,2.2.5     The system shall allow a user to make public emergency point-to-point voice calls. (M)
1340,2007-eirene_fun_7-2,2.2.7     The system shall support broadcast voice calls. (M)
1341,2007-eirene_fun_7-2,2.2.9     The composition of call groups shall be able to be modified within the network. A  single user shall be able to be a member of one or more call groups. (M)
1342,2007-eirene_fun_7-2,2.2.10     The local area over which broadcast calls shall be implemented shall be able to be  modified within the network. (M)
1343,2007-eirene_fun_7-2,"2.2.11     It shall only be possible for the user who initiated the call to talk, other users can only  listen. (M)  Group voice calls"
1344,2007-eirene_fun_7-2,2.2.12     The system shall support group voice calls. (M)
1345,2007-eirene_fun_7-2,2.2.14     The composition of call groups shall be able to be modified within the network. A  single user shall be able to be a member of one or more call groups. (M)
1346,2007-eirene_fun_7-2,2.2.15     The local area over which group calls are implemented shall be able to be modified  within the network. (M)
1347,2007-eirene_fun_7-2,It shall be possible for controllers to speak at any time during the call. (M)
1348,2007-eirene_fun_7-2,A mechanism shall be provided by the system to arbitrate between those users  wishing to speak within the group call. (M)  Multi-party voice calls
1349,2007-eirene_fun_7-2,2.2.17     The  system  shall  support  multi-party  voice  communications  between  up  to  six  different parties. (M)
1350,2007-eirene_fun_7-2,2.2.18     Any  of  the  parties  involved  in  a  multi-party  voice  call  shall  be  able  to  talk  simultaneously. (M)
1351,2007-eirene_fun_7-2,2.3.1     The  EIRENE  network  will  provide  data  services  to  support  the  following  data  applications:
1352,2007-eirene_fun_7-2,2.3.2     The  network  should  support  the  transmission  of  point-to-point  and  point-to- multipoint text messages from the ground to mobile users. (O)
1353,2007-eirene_fun_7-2,2.3.3     The  network  should  support  the  receipt  of  mobile-originated  text  messages  by  the  ground. (O)
1354,2007-eirene_fun_7-2,"2.3.4     If the text message facility is implemented, it shall not interfere with the ability of users  to make or receive high priority voice or data calls. (M)  General data applications"
1355,2007-eirene_fun_7-2,2.3.5     Support  is  required  for  a  range  of  data  communications  between  the  ground  and  mobile users. Such applications may include: (I)
1356,2007-eirene_fun_7-2,2.3.6     The network shall support point-to-point data communications. (M)
